Town/County,FIPS,Year,Category,Measure Type,Variable,Value
Fairfield,900126620,2014,Government,Number,Annual Average Employment,2540
Fairfield,900126620,2014,Government,Number,Number of Employers,26
Fairfield,900126620,2015,All Industries,Number,Number of Employers,2437
Fairfield,900126620,2015,All Industries,US Dollars,Annual Average Wage,66198
Fairfield,900126620,2015,All Industries,Number,Annual Average Employment,25951
Fairfield,900126620,2015,Government,Number,Annual Average Employment,2527
Fairfield,900126620,2015,Government,Number,Number of Employers,25
Fairfield,900126620,2015,Government,US Dollars,Annual Average Wage,64224
Fairfield County,9001,2004,All Industries,Number,Number of Employers,31785
Fairfield County,9001,2004,All Industries,Number,Annual Average Employment,410076
Fairfield County,9001,2004,All Industries,US Dollars,Annual Average Wage,67234
Fairfield County,9001,2004,Government,Number,Number of Employers,583
Fairfield County,9001,2004,Government,Number,Annual Average Employment,44857
Fairfield County,9001,2004,Government,US Dollars,Annual Average Wage,50771
Fairfield County,9001,2005,All Industries,Number,Number of Employers,32261
Fairfield County,9001,2005,All Industries,Number,Annual Average Employment,412077
Fairfield County,9001,2005,All Industries,US Dollars,Annual Average Wage,71098
Fairfield County,9001,2005,Government,Number,Number of Employers,580
Fairfield County,9001,2005,Government,US Dollars,Annual Average Wage,51106
Fairfield County,9001,2005,Government,Number,Annual Average Employment,45153
Fairfield County,9001,2006,All Industries,Number,Number of Employers,32765
Fairfield County,9001,2006,All Industries,US Dollars,Annual Average Wage,74982
Fairfield County,9001,2006,All Industries,Number,Annual Average Employment,418241
Fairfield County,9001,2006,Government,Number,Number of Employers,587
Fairfield County,9001,2006,Government,US Dollars,Annual Average Wage,51622
Fairfield County,9001,2006,Government,Number,Annual Average Employment,46025
Fairfield County,9001,2007,All Industries,Number,Number of Employers,33025
Fairfield County,9001,2007,All Industries,US Dollars,Annual Average Wage,79948
Fairfield County,9001,2007,All Industries,Number,Annual Average Employment,422459
Fairfield County,9001,2007,Government,Number,Number of Employers,577
Fairfield County,9001,2007,Government,US Dollars,Annual Average Wage,54370
Fairfield County,9001,2007,Government,Number,Annual Average Employment,46183
Fairfield County,9001,2008,All Industries,Number,Number of Employers,33146
Fairfield County,9001,2008,All Industries,US Dollars,Annual Average Wage,79764
Fairfield County,9001,2008,All Industries,Number,Annual Average Employment,419453
Fairfield County,9001,2008,Government,Number,Number of Employers,582
Fairfield County,9001,2008,Government,US Dollars,Annual Average Wage,55046
Fairfield County,9001,2008,Government,Number,Annual Average Employment,47160
Fairfield County,9001,2009,All Industries,Number,Number of Employers,32892
Fairfield County,9001,2009,All Industries,US Dollars,Annual Average Wage,77080
Fairfield County,9001,2009,All Industries,Number,Annual Average Employment,399983
Fairfield County,9001,2009,Government,Number,Number of Employers,582
Fairfield County,9001,2009,Government,US Dollars,Annual Average Wage,56312
Fairfield County,9001,2009,Government,Number,Annual Average Employment,46892
Fairfield County,9001,2010,All Industries,Number,Number of Employers,32738
Fairfield County,9001,2010,All Industries,US Dollars,Annual Average Wage,80363
Fairfield County,9001,2010,All Industries,Number,Annual Average Employment,397809
Fairfield County,9001,2010,Government,Number,Number of Employers,580
Fairfield County,9001,2010,Government,US Dollars,Annual Average Wage,56928
Fairfield County,9001,2010,Government,Number,Annual Average Employment,46166
Fairfield County,9001,2011,All Industries,Number,Number of Employers,32529
Fairfield County,9001,2011,All Industries,US Dollars,Annual Average Wage,82765
Fairfield County,9001,2011,All Industries,Number,Annual Average Employment,403196
Fairfield County,9001,2011,Government,Number,Number of Employers,568
Fairfield County,9001,2011,Government,US Dollars,Annual Average Wage,58916
Fairfield County,9001,2011,Government,Number,Annual Average Employment,45157
Fairfield County,9001,2012,All Industries,Number,Number of Employers,33097
Fairfield County,9001,2012,All Industries,US Dollars,Annual Average Wage,83656
Fairfield County,9001,2012,All Industries,Number,Annual Average Employment,407893
Fairfield County,9001,2012,Government,Number,Number of Employers,555
Fairfield County,9001,2012,Government,US Dollars,Annual Average Wage,59443
Fairfield County,9001,2012,Government,Number,Annual Average Employment,45059
Fairfield County,9001,2013,All Industries,Number,Number of Employers,33728
Fairfield County,9001,2013,All Industries,US Dollars,Annual Average Wage,82362
Fairfield County,9001,2013,All Industries,Number,Annual Average Employment,413404
Fairfield County,9001,2013,Government,Number,Number of Employers,552
Fairfield County,9001,2013,Government,US Dollars,Annual Average Wage,60366
Fairfield County,9001,2013,Government,Number,Annual Average Employment,45303
Fairfield County,9001,2014,All Industries,Number,Number of Employers,34172
Fairfield County,9001,2014,All Industries,US Dollars,Annual Average Wage,83753
Fairfield County,9001,2014,All Industries,Number,Annual Average Employment,418832
Fairfield County,9001,2014,Government,Number,Number of Employers,552
Fairfield County,9001,2014,Government,US Dollars,Annual Average Wage,60982
Fairfield County,9001,2014,Government,Number,Annual Average Employment,46014
Fairfield County,9001,2015,All Industries,Number,Number of Employers,34717
Fairfield County,9001,2015,All Industries,US Dollars,Annual Average Wage,85402
Fairfield County,9001,2015,All Industries,Number,Annual Average Employment,422675
Fairfield County,9001,2015,Government,Number,Number of Employers,548
Fairfield County,9001,2015,Government,US Dollars,Annual Average Wage,62997
Fairfield County,9001,2015,Government,Number,Annual Average Employment,46209
Farmington,900327600,2004,All Industries,Number,Number of Employers,1186
Farmington,900327600,2004,All Industries,US Dollars,Annual Average Wage,49805
Farmington,900327600,2004,All Industries,Number,Annual Average Employment,28359
Farmington,900327600,2004,Government,US Dollars,Annual Average Wage,55684
Farmington,900327600,2004,Government,Number,Annual Average Employment,5350
Farmington,900327600,2004,Government,Number,Number of Employers,24
Farmington,900327600,2005,All Industries,Number,Annual Average Employment,29458
Farmington,900327600,2005,All Industries,Number,Number of Employers,1207
Farmington,900327600,2005,All Industries,US Dollars,Annual Average Wage,50879
Farmington,900327600,2005,Government,Number,Annual Average Employment,5482
Farmington,900327600,2005,Government,Number,Number of Employers,24
Farmington,900327600,2005,Government,US Dollars,Annual Average Wage,57302
Farmington,900327600,2006,All Industries,Number,Annual Average Employment,30572
Farmington,900327600,2006,All Industries,US Dollars,Annual Average Wage,52724
Farmington,900327600,2006,All Industries,Number,Number of Employers,1229
Farmington,900327600,2006,Government,US Dollars,Annual Average Wage,58172
Farmington,900327600,2006,Government,Number,Number of Employers,24
Farmington,900327600,2006,Government,Number,Annual Average Employment,5733
Farmington,900327600,2007,All Industries,Number,Number of Employers,1251
Farmington,900327600,2007,All Industries,Number,Annual Average Employment,31194
Farmington,900327600,2007,All Industries,US Dollars,Annual Average Wage,55536
Farmington,900327600,2007,Government,Number,Annual Average Employment,5821
Farmington,900327600,2007,Government,Number,Number of Employers,24
Farmington,900327600,2007,Government,US Dollars,Annual Average Wage,61166
Farmington,900327600,2008,All Industries,Number,Annual Average Employment,32573
Farmington,900327600,2008,All Industries,US Dollars,Annual Average Wage,56307
Farmington,900327600,2008,All Industries,Number,Number of Employers,1254
Farmington,900327600,2008,Government,Number,Number of Employers,24
Farmington,900327600,2008,Government,US Dollars,Annual Average Wage,63872
Farmington,900327600,2008,Government,Number,Annual Average Employment,5998
Farmington,900327600,2009,All Industries,Number,Number of Employers,1257
Farmington,900327600,2009,All Industries,US Dollars,Annual Average Wage,56352
Farmington,900327600,2009,All Industries,Number,Annual Average Employment,31388
Farmington,900327600,2009,Government,Number,Number of Employers,23
Farmington,900327600,2009,Government,US Dollars,Annual Average Wage,64994
Farmington,900327600,2009,Government,Number,Annual Average Employment,6055
Farmington,900327600,2010,All Industries,Number,Annual Average Employment,31624
Farmington,900327600,2010,All Industries,US Dollars,Annual Average Wage,58133
Farmington,900327600,2010,All Industries,Number,Number of Employers,1261
Farmington,900327600,2010,Government,Number,Number of Employers,23
Farmington,900327600,2010,Government,Number,Annual Average Employment,6139
Farmington,900327600,2010,Government,US Dollars,Annual Average Wage,63043
Farmington,900327600,2011,All Industries,US Dollars,Annual Average Wage,58398
Farmington,900327600,2011,All Industries,Number,Number of Employers,1241
Farmington,900327600,2011,All Industries,Number,Annual Average Employment,32099
Farmington,900327600,2011,Government,Number,Annual Average Employment,6187
Farmington,900327600,2011,Government,US Dollars,Annual Average Wage,64910
Farmington,900327600,2011,Government,Number,Number of Employers,22
Farmington,900327600,2012,All Industries,Number,Annual Average Employment,30195
Farmington,900327600,2012,All Industries,US Dollars,Annual Average Wage,64027
Farmington,900327600,2012,All Industries,Number,Number of Employers,1275
Farmington,900327600,2012,Government,Number,Number of Employers,23
Farmington,900327600,2012,Government,US Dollars,Annual Average Wage,67361
Farmington,900327600,2012,Government,Number,Annual Average Employment,6124
Farmington,900327600,2013,All Industries,Number,Annual Average Employment,30938
Farmington,900327600,2013,All Industries,US Dollars,Annual Average Wage,65310
Farmington,900327600,2013,All Industries,Number,Number of Employers,1312
Farmington,900327600,2013,Government,Number,Annual Average Employment,6192
Farmington,900327600,2013,Government,Number,Number of Employers,23
Farmington,900327600,2013,Government,US Dollars,Annual Average Wage,69109
Farmington,900327600,2014,All Industries,Number,Annual Average Employment,30654
Farmington,900327600,2014,All Industries,US Dollars,Annual Average Wage,65695
Farmington,900327600,2014,All Industries,Number,Number of Employers,1302
Farmington,900327600,2014,Government,US Dollars,Annual Average Wage,71381
Farmington,900327600,2014,Government,Number,Number of Employers,22
Farmington,900327600,2014,Government,Number,Annual Average Employment,6224
Farmington,900327600,2015,All Industries,Number,Number of Employers,1305
Farmington,900327600,2015,All Industries,Number,Annual Average Employment,31126
Farmington,900327600,2015,All Industries,US Dollars,Annual Average Wage,70885
Farmington,900327600,2015,Government,Number,Number of Employers,22
Farmington,900327600,2015,Government,US Dollars,Annual Average Wage,73540
Farmington,900327600,2015,Government,Number,Annual Average Employment,6209
Franklin,901129910,2004,All Industries,Number,Number of Employers,76
Franklin,901129910,2004,All Industries,Number,Annual Average Employment,1294
Franklin,901129910,2004,All Industries,US Dollars,Annual Average Wage,36916
Franklin,901129910,2004,Government,US Dollars,Annual Average Wage,39672
Franklin,901129910,2004,Government,Number,Annual Average Employment,74
Franklin,901129910,2004,Government,Number,Number of Employers,7
Franklin,901129910,2005,All Industries,Number,Annual Average Employment,1266
Franklin,901129910,2005,All Industries,US Dollars,Annual Average Wage,40033
Franklin,901129910,2005,All Industries,Number,Number of Employers,80
Franklin,901129910,2005,Government,Number,Number of Employers,7
Franklin,901129910,2005,Government,Number,Annual Average Employment,75
Franklin,901129910,2005,Government,US Dollars,Annual Average Wage,44399
Franklin,901129910,2006,All Industries,Number,Annual Average Employment,1087
Franklin,901129910,2006,All Industries,US Dollars,Annual Average Wage,45225
Franklin,901129910,2006,All Industries,Number,Number of Employers,88
